DATE,REPORT_TYPE,CALL_SIGN,QUALITY_CONTROL,WND,CIG,VIS,TMP,DEW,SLP
2023-05-02T13:53:00,FM-15,KAGC ,V020,"270,5,N,0046,5","00549,5,M,N","014484,5,N,5","+0044,5","+0017,5","09966,5"
2023-05-02T14:51:00,FM-16,KAGC ,V020,"240,5,N,0062,5","00396,5,M,N","016093,5,N,5","+0050,5","+0030,5","99999,9"
2023-05-02T14:53:00,FM-15,KAGC ,V020,"250,5,N,0062,5","00579,5,M,N","014484,5,N,5","+0056,5","+0028,5","09971,5"
2023-05-02T15:08:00,FM-16,KAGC ,V020,"250,5,N,0093,5","00427,5,M,N","016093,5,N,5","+0056,5","+0028,5","99999,9"
2023-05-02T15:17:00,FM-16,KAGC ,V020,"240,5,N,0072,5","00457,5,M,N","016093,5,N,5","+0056,5","+0028,5","99999,9"
2023-05-02T15:53:00,FM-15,KAGC ,V020,"260,5,N,0062,5","00518,5,M,N","016093,5,N,5","+0061,5","+0028,5","09971,5"
2023-05-02T16:51:00,FM-16,KAGC ,V020,"250,5,V,0057,5","01128,5,M,N","016093,5,N,5","+0070,5","+0040,5","99999,9"
2023-05-02T16:53:00,FM-15,KAGC ,V020,"260,5,N,0072,5","00823,5,M,N","016093,5,N,5","+0067,5","+0039,5","09973,5"
2023-05-02T17:53:00,FM-15,KAGC ,V020,"250,5,N,0067,5","00579,5,M,N","016093,5,N,5","+0067,5","+0022,5","09978,5"
2023-05-02T18:00:00,FM-16,KAGC ,V020,"240,5,N,0062,5","01524,5,M,N","016093,5,N,5","+0067,5","+0022,5","99999,9"
2023-05-02T18:49:00,FM-16,KAGC ,V020,"270,5,N,0046,5","00884,5,M,N","014484,5,N,5","+0070,5","+0030,5","99999,9"
2023-05-02T18:53:00,FM-15,KAGC ,V020,"300,5,N,0067,5","00823,5,M,N","008047,5,N,5","+0061,5","+0028,5","09984,5"
2023-05-02T19:25:00,FM-16,KAGC ,V020,"270,5,V,0057,5","01341,5,M,N","008047,5,N,5","+0061,5","+0033,5","99999,9"
2023-05-02T19:53:00,FM-15,KAGC ,V020,"250,5,N,0057,5","01829,5,M,N","014484,5,N,5","+0067,5","+0039,5","09986,5"
2023-05-02T20:53:00,FM-15,KAGC ,V020,"250,5,N,0057,5","01433,5,M,N","016093,5,N,5","+0072,5","+0039,5","09990,5"
2023-05-02T21:19:00,FM-16,KAGC ,V020,"260,5,N,0051,5","00701,5,M,N","016093,5,N,5","+0067,5","+0028,5","99999,9"
2023-05-02T21:39:00,FM-16,KAGC ,V020,"290,5,V,0041,5","00762,5,M,N","002414,5,V,5","+0061,5","+0033,5","99999,9"
2023-05-02T21:51:00,FM-16,KAGC ,V020,"260,5,N,0046,5","00640,5,M,N","011265,5,N,5","+0040,5","+0030,5","99999,9"
2023-05-02T21:53:00,FM-15,KAGC ,V020,"270,5,N,0046,5","00701,5,M,N","011265,5,N,5","+0050,5","+0028,5","09998,5"
2023-05-02T22:02:00,FM-16,KAGC ,V020,"290,5,N,0021,5","01189,5,M,N","016093,5,N,5","+0050,5","+0033,5","99999,9"
2023-05-02T22:30:00,FM-16,KAGC ,V020,"300,5,N,0031,5","00732,5,M,N","006437,5,N,5","+0056,5","+0039,5","99999,9"
2023-05-02T22:40:00,FM-16,KAGC ,V020,"280,5,N,0057,5","00549,5,M,N","003219,5,N,5","+0050,5","+0028,5","99999,9"
2023-05-02T22:51:00,FM-16,KAGC ,V020,"280,5,N,0067,5","00671,5,M,N","011265,5,N,5","+0050,5","+0030,5","99999,9"
2023-05-02T22:53:00,FM-15,KAGC ,V020,"270,5,N,0067,5","01097,5,M,N","014484,5,N,5","+0050,5","+0028,5","10005,5"
2023-05-02T23:53:00,FM-15,KAGC ,V020,"260,5,N,0046,5","01006,5,M,N","014484,5,N,5","+0044,5","+0028,5","10009,5"
2023-05-03T00:13:00,FM-16,KAGC ,V020,"240,5,N,0041,5","00792,5,M,N","016093,5,N,5","+0050,5","+0028,5","99999,9"
2023-05-03T00:53:00,FM-15,KAGC ,V020,"260,5,N,0067,5","00427,5,M,N","016093,5,N,5","+0050,5","+0028,5","10012,5"
2023-05-03T01:15:00,FM-16,KAGC ,V020,"260,5,N,0062,5","00853,5,M,N","016093,5,N,5","+0044,5","+0028,5","99999,9"
2023-05-03T01:25:00,FM-16,KAGC ,V020,"250,5,N,0051,5","01524,5,M,N","016093,5,N,5","+0044,5","+0028,5","99999,9"
2023-05-03T01:51:00,FM-16,KAGC ,V020,"250,5,N,0051,5","00457,5,M,N","011265,5,N,5","+0040,5","+0030,5","99999,9"
2023-05-03T01:53:00,FM-15,KAGC ,V020,"250,5,N,0046,5","00457,5,M,N","012875,5,N,5","+0044,5","+0028,5","10014,5"
2023-05-03T02:36:00,FM-16,KAGC ,V020,"270,5,N,0046,5","00427,5,M,N","014484,5,N,5","+0044,5","+0028,5","99999,9"
2023-05-03T02:51:00,FM-16,KAGC ,V020,"280,5,N,0046,5","00610,5,M,N","016093,5,N,5","+0040,5","+0020,5","99999,9"
2023-05-03T02:53:00,FM-15,KAGC ,V020,"280,5,N,0051,5","00884,5,M,N","016093,5,N,5","+0044,5","+0022,5","10012,5"
2023-05-03T03:28:00,FM-16,KAGC ,V020,"250,5,N,0046,5","00396,5,M,N","016093,5,N,5","+0044,5","+0028,5","99999,9"
2023-05-03T03:53:00,FM-15,KAGC ,V020,"250,5,N,0041,5","00396,5,M,N","016093,5,N,5","+0044,5","+0028,5","10005,5"
2023-05-03T04:05:00,FM-16,KAGC ,V020,"250,5,N,0041,5","00457,5,M,N","016093,5,N,5","+0044,5","+0028,5","99999,9"
2023-05-03T04:12:00,FM-16,KAGC ,V020,"270,5,N,0036,5","00396,5,M,N","012875,5,N,5","+0044,5","+0028,5","99999,9"
2023-05-03T04:29:00,FM-16,KAGC ,V020,"330,5,N,0031,5","00213,5,M,N","006437,5,N,5","+0039,5","+0033,5","99999,9"
2023-05-03T04:49:00,FM-16,KAGC ,V020,"280,5,N,0026,5","00853,5,M,N","012875,5,N,5","+0040,5","+0020,5","99999,9"
2023-05-03T04:53:00,FM-15,KAGC ,V020,"280,5,N,0031,5","00792,5,M,N","012875,5,N,5","+0033,5","+0022,5","10004,5"
2023-05-03T04:59:00,SOD  ,KAGC ,V020,"999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9"
2023-05-03T05:40:00,FM-16,KAGC ,V020,"999,9,V,0015,5","00396,5,M,N","009656,5,N,5","+0033,5","+0022,5","99999,9"
2023-05-03T05:53:00,FM-15,KAGC ,V020,"270,5,N,0026,5","01280,5,M,N","016093,5,N,5","+0033,5","+0022,5","09998,5"
2023-05-03T06:32:00,FM-16,KAGC ,V020,"290,5,N,0041,5","00853,5,M,N","011265,5,N,5","+0033,5","+0017,5","99999,9"
2023-05-03T06:53:00,FM-15,KAGC ,V020,"999,9,V,0026,5","00853,5,M,N","016093,5,N,5","+0028,5","+0017,5","09996,5"
2023-05-03T07:00:00,FM-16,KAGC ,V020,"999,9,V,0026,5","00975,5,M,N","016093,5,N,5","+0028,5","+0017,5","99999,9"
2023-05-03T07:19:00,FM-16,KAGC ,V020,"290,5,N,0041,5","00396,5,M,N","016093,5,N,5","+0028,5","+0017,5","99999,9"
2023-05-03T07:31:00,FM-16,KAGC ,V020,"290,5,N,0031,5","00244,5,M,N","016093,5,N,5","+0028,5","+0017,5","99999,9"
2023-05-03T07:53:00,FM-15,KAGC ,V020,"999,9,V,0026,5","00274,5,M,N","016093,5,N,5","+0028,5","+0017,5","09996,5"
2023-05-03T08:53:00,FM-15,KAGC ,V020,"270,5,N,0031,5","01524,5,M,N","016093,5,N,5","+0028,5","+0011,5","09996,5"
2023-05-03T09:08:00,FM-16,KAGC ,V020,"280,5,N,0026,5","00457,5,M,N","016093,5,N,5","+0028,5","+0017,5","99999,9"
2023-05-03T09:26:00,FM-16,KAGC ,V020,"999,9,V,0026,5","00305,5,M,N","016093,5,N,5","+0028,5","+0017,5","99999,9"
2023-05-03T09:29:00,FM-16,KAGC ,V020,"270,5,N,0021,5","00732,5,M,N","016093,5,N,5","+0028,5","+0017,5","99999,9"
2023-05-03T09:53:00,FM-15,KAGC ,V020,"280,5,N,0031,5","00457,5,M,N","016093,5,N,5","+0028,5","+0017,5","09999,5"
2023-05-03T09:57:00,FM-16,KAGC ,V020,"280,5,N,0031,5","00427,5,M,N","016093,5,N,5","+0028,5","+0017,5","99999,9"
2023-05-03T10:53:00,FM-15,KAGC ,V020,"290,5,V,0036,5","00366,5,M,N","012875,5,N,5","+0028,5","+0017,5","10007,5"
2023-05-03T11:36:00,FM-16,KAGC ,V020,"280,5,N,0046,5","00457,5,M,N","016093,5,N,5","+0028,5","+0011,5","99999,9"
2023-05-03T11:53:00,FM-15,KAGC ,V020,"280,5,N,0041,5","00457,5,M,N","016093,5,N,5","+0028,5","+0011,5","10014,5"
2023-05-03T12:01:00,FM-16,KAGC ,V020,"290,5,V,0041,5","00396,5,M,N","016093,5,N,5","+0028,5","+0011,5","99999,9"
2023-05-03T12:20:00,FM-16,KAGC ,V020,"290,5,N,0046,5","00244,5,M,N","016093,5,N,5","+0033,5","+0011,5","99999,9"
2023-05-03T12:53:00,FM-15,KAGC ,V020,"290,5,N,0051,5","00396,5,M,N","011265,5,N,5","+0033,5","+0017,5","10020,5"
2023-05-03T13:14:00,FM-16,KAGC ,V020,"999,9,V,0031,5","00579,5,M,N","016093,5,N,5","+0033,5","+0017,5","99999,9"
2023-05-03T13:26:00,FM-16,KAGC ,V020,"290,5,N,0036,5","00427,5,M,N","016093,5,N,5","+0039,5","+0011,5","99999,9"
2023-05-03T13:36:00,FM-16,KAGC ,V020,"300,5,N,0036,5","00457,5,M,N","016093,5,N,5","+0039,5","+0011,5","99999,9"
2023-05-03T13:53:00,FM-15,KAGC ,V020,"290,5,N,0046,5","00518,5,M,N","016093,5,N,5","+0044,5","+0006,5","10025,5"
2023-05-03T14:53:00,FM-15,KAGC ,V020,"290,5,N,0051,5","00518,5,M,N","008047,5,N,5","+0044,5","+0011,5","10030,5"
2023-05-03T15:53:00,FM-15,KAGC ,V020,"280,5,V,0041,5","00823,5,M,N","016093,5,N,5","+0050,5","+0017,5","10033,5"
2023-05-03T16:53:00,FM-15,KAGC ,V020,"290,5,N,0041,5","00457,5,M,N","014484,5,N,5","+0050,5","+0022,5","10037,5"
2023-05-03T17:53:00,FM-15,KAGC ,V020,"260,5,N,0062,5","00305,5,M,N","016093,5,N,5","+0067,5","+0044,5","10038,5"
2023-05-03T18:53:00,FM-15,KAGC ,V020,"300,5,N,0041,5","00427,5,M,N","016093,5,N,5","+0061,5","+0033,5","10043,5"
2023-05-03T19:10:00,FM-16,KAGC ,V020,"270,5,N,0041,5","00488,5,M,N","016093,5,N,5","+0067,5","+0028,5","99999,9"
2023-05-03T19:53:00,FM-15,KAGC ,V020,"320,5,N,0021,5","00823,5,M,N","016093,5,N,5","+0072,5","+0039,5","10041,5"
2023-05-03T20:05:00,FM-16,KAGC ,V020,"330,5,N,0036,5","01158,5,M,N","016093,5,N,5","+0078,5","+0039,5","99999,9"
2023-05-03T20:21:00,FM-16,KAGC ,V020,"320,5,V,0046,5","00610,5,M,N","006437,5,N,5","+0072,5","+0039,5","99999,9"
2023-05-03T20:39:00,FM-16,KAGC ,V020,"320,5,N,0051,5","01158,5,M,N","016093,5,N,5","+0067,5","+0039,5","99999,9"
2023-05-03T20:53:00,FM-15,KAGC ,V020,"330,5,N,0046,5","01158,5,M,N","014484,5,N,5","+0072,5","+0044,5","10048,5"
2023-05-03T21:13:00,FM-16,KAGC ,V020,"340,5,N,0046,5","00823,5,M,N","008047,5,N,5","+0067,5","+0044,5","99999,9"
2023-05-03T21:41:00,FM-16,KAGC ,V020,"330,5,V,0051,5","01128,5,M,N","014484,5,N,5","+0072,5","+0050,5","99999,9"
2023-05-03T21:53:00,FM-15,KAGC ,V020,"330,5,N,0046,5","01128,5,M,N","016093,5,N,5","+0078,5","+0050,5","10057,5"
2023-05-03T22:12:00,FM-16,KAGC ,V020,"320,5,N,0046,5","00579,5,M,N","016093,5,N,5","+0072,5","+0044,5","99999,9"
2023-05-03T22:29:00,FM-16,KAGC ,V020,"320,5,N,0046,5","01372,5,M,N","016093,5,N,5","+0078,5","+0044,5","99999,9"
2023-05-03T22:53:00,FM-15,KAGC ,V020,"300,5,N,0031,5","01829,5,M,N","016093,5,N,5","+0078,5","+0044,5","10064,5"
2023-05-03T23:53:00,FM-15,KAGC ,V020,"330,5,N,0051,5","01189,5,M,N","016093,5,N,5","+0078,5","+0039,5","10071,5"
2023-05-04T00:51:00,FM-16,KAGC ,V020,"320,5,V,0041,5","00762,5,M,N","012875,5,N,5","+0070,5","+0040,5","99999,9"
2023-05-04T00:53:00,FM-15,KAGC ,V020,"320,5,N,0041,5","00762,5,M,N","016093,5,N,5","+0072,5","+0044,5","10078,5"
2023-05-04T01:53:00,FM-15,KAGC ,V020,"320,5,N,0046,5","00701,5,M,N","012875,5,N,5","+0078,5","+0044,5","10084,5"
2023-05-04T02:53:00,FM-15,KAGC ,V020,"300,5,V,0041,5","00579,5,M,N","016093,5,N,5","+0072,5","+0050,5","10088,5"
2023-05-04T03:53:00,FM-15,KAGC ,V020,"300,5,N,0051,5","00518,5,M,N","011265,5,N,5","+0072,5","+0050,5","10089,5"
2023-05-04T04:53:00,FM-15,KAGC ,V020,"300,5,V,0036,5","00518,5,M,N","016093,5,N,5","+0072,5","+0056,5","10094,5"
2023-05-04T04:59:00,SOD  ,KAGC ,V020,"999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9"
2023-05-04T05:53:00,FM-15,KAGC ,V020,"999,9,V,0031,5","00396,5,M,N","016093,5,N,5","+0072,5","+0056,5","10097,5"
2023-05-04T06:53:00,FM-15,KAGC ,V020,"320,5,N,0041,5","00457,5,M,N","014484,5,N,5","+0067,5","+0056,5","10100,5"
